meaning_id,word_id,word,language_code,original_label,text,owner_user_id
3068,13034,ئاتەگ,fa,فارسی,دامن قبای بلند,f65f7d2f-996a-4df7-a10e-c6e846940032
3070,13035,ئاتی,fa,فارسی,طلا,f65f7d2f-996a-4df7-a10e-c6e846940032
3072,13036,ئاجار,fa,فارسی,بیخ و ریشە گباھان,f65f7d2f-996a-4df7-a10e-c6e846940032
3074,13037,ئاچگی,fa,فارسی,خسیس,f65f7d2f-996a-4df7-a10e-c6e846940032
3079,13039,تابان,fa,Persian,تابان، درخشان,96560cf4-030d-4268-baea-87bb57cdf631
3080,13039,تابان,fa,Persian,مطلع ماه,96560cf4-030d-4268-baea-87bb57cdf631
3081,13040,تابگە,fa,Persian,لنگر گاه,96560cf4-030d-4268-baea-87bb57cdf631
3088,13044,تابون,fa,Persian,بیر وان,96560cf4-030d-4268-baea-87bb57cdf631
3089,13044,تابون,fa,Persian,دار ودستە,96560cf4-030d-4268-baea-87bb57cdf631
3101,13052,تاپۆ,fa,Persian,شبح سیاهی از دور,96560cf4-030d-4268-baea-87bb57cdf631
3102,13052,تاپۆ,fa,Persian,تیول,96560cf4-030d-4268-baea-87bb57cdf631
3103,13052,تاپۆ,fa,Persian,سند مالکیت,96560cf4-030d-4268-baea-87bb57cdf631
3109,13055,تاپی,fa,Persian,خندق,96560cf4-030d-4268-baea-87bb57cdf631
3110,13055,تاپی,fa,Persian,سنگر,96560cf4-030d-4268-baea-87bb57cdf631
3118,13056,تات,fa,Persian,عرب,96560cf4-030d-4268-baea-87bb57cdf631
3119,13056,تات,fa,Persian,ژنی کە استخوان مجرای رحمتش را گرفتە باشد,96560cf4-030d-4268-baea-87bb57cdf631
3120,13056,تات,fa,Persian,کوە سنگی,96560cf4-030d-4268-baea-87bb57cdf631
3121,13056,تات,fa,Persian,تەختە سنگ صافی کە روی ان نمازگذارند,96560cf4-030d-4268-baea-87bb57cdf631
3122,13056,تات,fa,Persian,نمد,96560cf4-030d-4268-baea-87bb57cdf631
3123,13056,تات,fa,Persian,پدر,96560cf4-030d-4268-baea-87bb57cdf631
3134,13062,تاتە,fa,Persian,خواهر بزرگ,96560cf4-030d-4268-baea-87bb57cdf631
3135,13062,تاتە,fa,Persian,نوکر پیر,96560cf4-030d-4268-baea-87bb57cdf631
3136,13062,تاتە,fa,Persian,عمو,96560cf4-030d-4268-baea-87bb57cdf631
3144,13067,تاتی,fa,Persian,شوهر مادر,96560cf4-030d-4268-baea-87bb57cdf631
3145,13067,تاتی,fa,Persian,نمد,96560cf4-030d-4268-baea-87bb57cdf631
3146,13067,تاتی,fa,Persian,حرکت حرف,96560cf4-030d-4268-baea-87bb57cdf631
3150,13069,تاج,fa,Persian,کلاە مخر وطی شکل,96560cf4-030d-4268-baea-87bb57cdf631
3157,13075,تاحین,fa,Persian,نوعی حلوا,96560cf4-030d-4268-baea-87bb57cdf631
3176,13076,تاخ,fa,Persian,محلە,96560cf4-030d-4268-baea-87bb57cdf631
3170,13084,تارا,fa,Persian,سرپوش عروس,96560cf4-030d-4268-baea-87bb57cdf631
3181,13090,تارچی,fa,Persian,توزیع کنندە،,96560cf4-030d-4268-baea-87bb57cdf631
3191,13098,ئاجوج,fa,فارسی,یآجوج,f65f7d2f-996a-4df7-a10e-c6e846940032
3194,13099,باام,fa,Persian,بادام,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3196,13100,ئاجور,fa,فارسی,آجر,f65f7d2f-996a-4df7-a10e-c6e846940032
3198,13102,ئاجیل,fa,فارسی,آجیل,f65f7d2f-996a-4df7-a10e-c6e846940032
3206,13103,ئاچخ,fa,فارسی,رنگ و روشن,f65f7d2f-996a-4df7-a10e-c6e846940032
3209,13107,ئاچەر,fa,فارسی,آچار,f65f7d2f-996a-4df7-a10e-c6e846940032
3213,13110,ئاخافتن,fa,فارسی,گفتگو,f65f7d2f-996a-4df7-a10e-c6e846940032
3215,13111,ئاخایۆک,fa,فارسی,خودبزرگ بین,f65f7d2f-996a-4df7-a10e-c6e846940032
3224,13112,تار,fa,Persian,تار، از سازهای ایرانی,96560cf4-030d-4268-baea-87bb57cdf631
3225,13112,تار,fa,Persian,تاریک,96560cf4-030d-4268-baea-87bb57cdf631
3226,13112,تار,fa,Persian,تار، مقابل پود,96560cf4-030d-4268-baea-87bb57cdf631
3227,13112,تار,fa,Persian,تارمو,96560cf4-030d-4268-baea-87bb57cdf631
3228,13112,تار,fa,Persian,اوارە,96560cf4-030d-4268-baea-87bb57cdf631
3229,13112,تار,fa,Persian,چنبرە دف,96560cf4-030d-4268-baea-87bb57cdf631
3230,13112,تار,fa,Persian,رنگ مات,96560cf4-030d-4268-baea-87bb57cdf631
3235,13113,تارم,fa,Persian,غلە کو ییدە پاک نشدە,96560cf4-030d-4268-baea-87bb57cdf631
3236,13113,تارم,fa,Persian,تراس,96560cf4-030d-4268-baea-87bb57cdf631
3237,13113,تارم,fa,Persian,دستە، گروە,96560cf4-030d-4268-baea-87bb57cdf631
3241,13115,تارمە,fa,Persian,تراس,96560cf4-030d-4268-baea-87bb57cdf631
3246,13118,تاریف,fa,Persian,ستایش,96560cf4-030d-4268-baea-87bb57cdf631
3264,13135,تازە,fa,Persian,تازە,96560cf4-030d-4268-baea-87bb57cdf631
3284,13152,تازی,fa,Persian,خنک، فقط برای اب استعمال دارد,96560cf4-030d-4268-baea-87bb57cdf631
3294,13159,تاژان,fa,Persian,جوانە درخت,96560cf4-030d-4268-baea-87bb57cdf631
3295,13159,تاژان,fa,Persian,تازیانە,96560cf4-030d-4268-baea-87bb57cdf631
3299,13162,تاژیڵۆکە,fa,Persian,اخوندک,96560cf4-030d-4268-baea-87bb57cdf631
3323,13178,ئاخباران,fa,فارسی,بارش گردوغار,f65f7d2f-996a-4df7-a10e-c6e846940032
3325,13179,ئاخبان,fa,فارسی,گل اندو بام,f65f7d2f-996a-4df7-a10e-c6e846940032
3327,13180,ئاخچەباش,fa,فارسی,گیاھی است,f65f7d2f-996a-4df7-a10e-c6e846940032
3331,13182,ئاخرخێر,fa,فارسی,نیک فرجام,f65f7d2f-996a-4df7-a10e-c6e846940032
3333,13183,ئاخرشەر,fa,فارسی,بدفر جام,f65f7d2f-996a-4df7-a10e-c6e846940032
3336,13185,ئاخرکە,fa,فارسی,پشە خاکی,f65f7d2f-996a-4df7-a10e-c6e846940032
3342,13186,تاس,fa,Persian,ابگیر مسین,96560cf4-030d-4268-baea-87bb57cdf631
3343,13186,تاس,fa,Persian,گیج و منگ,96560cf4-030d-4268-baea-87bb57cdf631
3344,13186,تاس,fa,Persian,سر تاس,96560cf4-030d-4268-baea-87bb57cdf631
3345,13186,تاس,fa,Persian,ویار,96560cf4-030d-4268-baea-87bb57cdf631
3348,13187,تاسا,fa,Persian,گیج شدە,96560cf4-030d-4268-baea-87bb57cdf631
3351,13189,ئاخرەت,fa,فارسی,آخرەت,f65f7d2f-996a-4df7-a10e-c6e846940032
3353,13190,ئاخرەمین,fa,فارسی,واپسین,f65f7d2f-996a-4df7-a10e-c6e846940032
3356,13192,تاسان,fa,Persian,خفە شدن در انر خناق,96560cf4-030d-4268-baea-87bb57cdf631
3358,13193,تاساندن,fa,Persian,گێژکردن,96560cf4-030d-4268-baea-87bb57cdf631
3359,13193,تاساندن,fa,Persian,خفە کردن,96560cf4-030d-4268-baea-87bb57cdf631
3363,13195,تاسكڵاو,fa,Persian,کلاهخود,96560cf4-030d-4268-baea-87bb57cdf631
3380,13207,تاسیان,fa,Persian,گیج شدن,96560cf4-030d-4268-baea-87bb57cdf631
3387,13210,تاش,fa,Persian,صخرە صاف و بلند در کوە,96560cf4-030d-4268-baea-87bb57cdf631
3388,13210,تاش,fa,Persian,تەختە سنگ پهن و صاف,96560cf4-030d-4268-baea-87bb57cdf631
3392,13213,تاشاندن,fa,Persian,تنبیە,96560cf4-030d-4268-baea-87bb57cdf631
3404,13222,تاف,fa,Persian,موسم، عنفوان,96560cf4-030d-4268-baea-87bb57cdf631
3405,13222,تاف,fa,Persian,فر و ریختن اب از بلندی با شدت,96560cf4-030d-4268-baea-87bb57cdf631
3410,13225,تافتە,fa,Persian,نوعی پارچە ابریشمی,96560cf4-030d-4268-baea-87bb57cdf631
3414,13227,تافە,fa,Persian,صدای جریان تنداب و باد,96560cf4-030d-4268-baea-87bb57cdf631
3419,13230,تاڤ,fa,Persian,تابش و نور خورشید و ماه,96560cf4-030d-4268-baea-87bb57cdf631
3423,13232,تاڤل,fa,Persian,بی درنگ,96560cf4-030d-4268-baea-87bb57cdf631
3437,13240,تاڤێر,fa,Persian,نعش، جنازە،,96560cf4-030d-4268-baea-87bb57cdf631
3438,13240,تاڤێر,fa,Persian,تابوت,96560cf4-030d-4268-baea-87bb57cdf631
3439,13240,تاڤێر,fa,Persian,مقدار معینی از غلات کە در یک نوبت بو دهند,96560cf4-030d-4268-baea-87bb57cdf631
3440,13240,تاڤێر,fa,Persian,سنگ گود شدە کە اب باران در ان جمع می شود,96560cf4-030d-4268-baea-87bb57cdf631
3441,13240,تاڤێر,fa,Persian,تختە سنگی صاف کە بر ان نان می یزند,96560cf4-030d-4268-baea-87bb57cdf631
3450,13241,تاق,fa,Persian,فرد مقابل زوج,96560cf4-030d-4268-baea-87bb57cdf631
3451,13241,تاق,fa,Persian,بی نظیر,96560cf4-030d-4268-baea-87bb57cdf631
3452,13241,تاق,fa,Persian,طاق,96560cf4-030d-4268-baea-87bb57cdf631
3453,13241,تاق,fa,Persian,طاقچە,96560cf4-030d-4268-baea-87bb57cdf631
3454,13241,تاق,fa,Persian,گنبد,96560cf4-030d-4268-baea-87bb57cdf631
3455,13241,تاق,fa,Persian,پوست بز و گوسفند,96560cf4-030d-4268-baea-87bb57cdf631
3456,13241,تاق,fa,Persian,یک بیست و چهارم از سهم اب,96560cf4-030d-4268-baea-87bb57cdf631
3460,13242,تاقانە,fa,Persian,یگانە فر زند,96560cf4-030d-4268-baea-87bb57cdf631
3461,13242,تاقانە,fa,Persian,یگانە پسر,96560cf4-030d-4268-baea-87bb57cdf631
3466,13244,تاقم,fa,Persian,دستە طروف چینی,96560cf4-030d-4268-baea-87bb57cdf631
3467,13244,تاقم,fa,Persian,گر وە همکار,96560cf4-030d-4268-baea-87bb57cdf631
3478,13252,تاقە,fa,Persian,تاقچە,96560cf4-030d-4268-baea-87bb57cdf631
3479,13252,تاقە,fa,Persian,نوعی پارچە,96560cf4-030d-4268-baea-87bb57cdf631
3483,13253,تاقەت,fa,Persian,تاب و توان,96560cf4-030d-4268-baea-87bb57cdf631
3484,13253,تاقەت,fa,Persian,شکیبائی,96560cf4-030d-4268-baea-87bb57cdf631
3494,13262,ئاخسبات,fa,فارسی,دوھفتە آخر چلە زمستان,f65f7d2f-996a-4df7-a10e-c6e846940032
3496,13263,ئاخش,fa,فارسی,آخیش,f65f7d2f-996a-4df7-a10e-c6e846940032
3498,13264,ئاخڵە,fa,فارسی,کاھدان,f65f7d2f-996a-4df7-a10e-c6e846940032
3500,13265,ئاخڵەوێک,fa,فارسی,تابە,f65f7d2f-996a-4df7-a10e-c6e846940032
3502,13266,ئاخڵێف,fa,فارسی,مکر و دروغ,f65f7d2f-996a-4df7-a10e-c6e846940032
3504,13267,ئاخلێڤە,fa,فارسی,سر آغاز بھار,f65f7d2f-996a-4df7-a10e-c6e846940032
3511,13272,ئاخنینەوە,fa,فارسی,آکندن,f65f7d2f-996a-4df7-a10e-c6e846940032
3514,13274,ئاخوڕ,fa,فارسی,آخور,f65f7d2f-996a-4df7-a10e-c6e846940032
3516,13275,ئاخون,fa,فارسی,آخوند,f65f7d2f-996a-4df7-a10e-c6e846940032
3519,13276,تاقەت کردن,fa,Persian,تأمین و فراهم ساختن امکانات برای مهمان، برای حیوان نیز استعمال می شود,96560cf4-030d-4268-baea-87bb57cdf631
3522,13277,تاقی,fa,Persian,آزمون,96560cf4-030d-4268-baea-87bb57cdf631
3526,13278,تاک,fa,Persian,تک,96560cf4-030d-4268-baea-87bb57cdf631
3527,13278,تاک,fa,Persian,گراز نر,96560cf4-030d-4268-baea-87bb57cdf631
3530,13279,تاکبونەوە,fa,Persian,تنها ماندن,96560cf4-030d-4268-baea-87bb57cdf631
3533,13281,تاکو,fa,Persian,تاکوێنە: ( تاکودەچی؟),96560cf4-030d-4268-baea-87bb57cdf631
3536,13282,تاکوتووک,fa,Persian,پراکندە,96560cf4-030d-4268-baea-87bb57cdf631
3538,13283,تاک و تەرا,fa,Persian,تاک و توک,96560cf4-030d-4268-baea-87bb57cdf631
3541,13284,تاکە,fa,Persian,تک بچە حیوان,96560cf4-030d-4268-baea-87bb57cdf631
3551,13292,تاڵاو,fa,Persian,تالاب،,96560cf4-030d-4268-baea-87bb57cdf631
3558,13297,تاڵوو,fa,Persian,نگا: تاڵک,96560cf4-030d-4268-baea-87bb57cdf631
3563,13300,تاڵاوی,fa,Persian,تالاب,96560cf4-030d-4268-baea-87bb57cdf631
3567,13303,تاڵ بوون,fa,Persian,کنایە از گر انجان بودن,96560cf4-030d-4268-baea-87bb57cdf631
3573,13308,تاڵک,fa,Persian,جۆرێ هەرمێ,96560cf4-030d-4268-baea-87bb57cdf631
3574,13308,تاڵک,fa,Persian,گیاهی است کە ریشە اش را هیزم سازند,96560cf4-030d-4268-baea-87bb57cdf631
3585,13312,تاڵە,fa,Persian,سیاە مایل بە خاکستری,96560cf4-030d-4268-baea-87bb57cdf631
3586,13312,تاڵە,fa,Persian,بخت,96560cf4-030d-4268-baea-87bb57cdf631
3587,13312,تاڵە,fa,Persian,گوسفند سفید کە صورتش حاکستری باشد,96560cf4-030d-4268-baea-87bb57cdf631
3588,13312,تاڵە,fa,Persian,تاڵک,96560cf4-030d-4268-baea-87bb57cdf631
3589,13312,تاڵە,fa,Persian,نحس و شوم,96560cf4-030d-4268-baea-87bb57cdf631
3590,13312,تاڵە,fa,Persian,نوعی ارزن,96560cf4-030d-4268-baea-87bb57cdf631
3594,13315,تاڵی,fa,Persian,تلخی,96560cf4-030d-4268-baea-87bb57cdf631
3600,13319,تاڵیشک,fa,Persian,نگا: تاڵگ,96560cf4-030d-4268-baea-87bb57cdf631
3606,13323,تام,fa,Persian,مزه,96560cf4-030d-4268-baea-87bb57cdf631
3611,13326,تامان,fa,Persian,در یا دیوار بافتە از ترکە,96560cf4-030d-4268-baea-87bb57cdf631
3628,13334,تاڵ,fa,Persian,تلخ,96560cf4-030d-4268-baea-87bb57cdf631
3629,13334,تاڵ,fa,Persian,کمانچە,96560cf4-030d-4268-baea-87bb57cdf631
3630,13334,تاڵ,fa,Persian,دوای دباغی,96560cf4-030d-4268-baea-87bb57cdf631
3631,13334,تاڵ,fa,Persian,هوای بارانی,96560cf4-030d-4268-baea-87bb57cdf631
3632,13334,تاڵ,fa,Persian,طحال,96560cf4-030d-4268-baea-87bb57cdf631
3633,13334,تاڵ,fa,Persian,رشتە نخ,96560cf4-030d-4268-baea-87bb57cdf631
3634,13334,تاڵ,fa,Persian,تار، از سازهای ایرانی,96560cf4-030d-4268-baea-87bb57cdf631
3635,13334,تاڵ,fa,Persian,سیاه مایل بەزرد و بالعکس,96560cf4-030d-4268-baea-87bb57cdf631
3640,13337,ئاخەبانو,fa,فارسی,نوعی دستار مودانە,f65f7d2f-996a-4df7-a10e-c6e846940032
3642,13338,ئاخەلێوە,fa,فارسی,اوایل بھار,f65f7d2f-996a-4df7-a10e-c6e846940032
3644,13339,ئاخ ھەڵکێشان,fa,فارسی,حسرات خوردن,f65f7d2f-996a-4df7-a10e-c6e846940032
3646,13340,ئاخی,fa,فارسی,یاغی,f65f7d2f-996a-4df7-a10e-c6e846940032
3672,13349,تان,fa,Persian,وقت,96560cf4-030d-4268-baea-87bb57cdf631
3673,13349,تان,fa,Persian,توان,96560cf4-030d-4268-baea-87bb57cdf631
3674,13349,تان,fa,Persian,تار، مقابل بود,96560cf4-030d-4268-baea-87bb57cdf631
3675,13349,تان,fa,Persian,تیغە و فاصلە,96560cf4-030d-4268-baea-87bb57cdf631
3676,13349,تان,fa,Persian,لکە روی مردمک چشم,96560cf4-030d-4268-baea-87bb57cdf631
3679,13350,تانج,fa,Persian,نوعی کلاه,96560cf4-030d-4268-baea-87bb57cdf631
3682,13351,تانجۆکە,fa,Persian,رشتە مهرە بر پیشانی,96560cf4-030d-4268-baea-87bb57cdf631
3689,13356,تان دەرکەوتن,fa,Persian,کنایە از زود کهنە شدن,96560cf4-030d-4268-baea-87bb57cdf631
3693,13358,تانوپۆ,fa,Persian,تارو پود,96560cf4-030d-4268-baea-87bb57cdf631
3703,13364,تانە,fa,Persian,طعنە زدن,96560cf4-030d-4268-baea-87bb57cdf631
3704,13364,تانە,fa,Persian,لکە مردمک چشم,96560cf4-030d-4268-baea-87bb57cdf631
3705,13364,تانە,fa,Persian,نوبر میوە,96560cf4-030d-4268-baea-87bb57cdf631
3720,13367,تاو,fa,Persian,تابش خورشید,96560cf4-030d-4268-baea-87bb57cdf631
3721,13367,تاو,fa,Persian,رگبای باران,96560cf4-030d-4268-baea-87bb57cdf631
3722,13367,تاو,fa,Persian,تار نخ,96560cf4-030d-4268-baea-87bb57cdf631
3723,13367,تاو,fa,Persian,اندک زمان,96560cf4-030d-4268-baea-87bb57cdf631
3724,13367,تاو,fa,Persian,تاخت کردن,96560cf4-030d-4268-baea-87bb57cdf631
3725,13367,تاو,fa,Persian,ارزو,96560cf4-030d-4268-baea-87bb57cdf631
3726,13367,تاو,fa,Persian,ترس,96560cf4-030d-4268-baea-87bb57cdf631
3727,13367,تاو,fa,Persian,تب,96560cf4-030d-4268-baea-87bb57cdf631
3728,13367,تاو,fa,Persian,کلمە خواندن گلە بەسوی ابشخور،,96560cf4-030d-4268-baea-87bb57cdf631
3729,13367,تاو,fa,Persian,سدت گرما,96560cf4-030d-4268-baea-87bb57cdf631
3730,13367,تاو,fa,Persian,تاب و توان,96560cf4-030d-4268-baea-87bb57cdf631
3731,13367,تاو,fa,Persian,درد زخم,96560cf4-030d-4268-baea-87bb57cdf631
3737,13369,تاوان,fa,Persian,گناه,96560cf4-030d-4268-baea-87bb57cdf631
3738,13369,تاوان,fa,Persian,تاوان,96560cf4-030d-4268-baea-87bb57cdf631
3739,13369,تاوان,fa,Persian,گداختن، دوب شدن,96560cf4-030d-4268-baea-87bb57cdf631
3742,13370,تاوانبار,fa,Persian,گناهکار,96560cf4-030d-4268-baea-87bb57cdf631
3744,13371,تاوان دار,fa,Persian,گناهکار،,96560cf4-030d-4268-baea-87bb57cdf631
3747,13372,تاوان دان,fa,Persian,خسارت دادن,96560cf4-030d-4268-baea-87bb57cdf631
3764,13385,تاودان,fa,Persian,تاخت کردن اسب,96560cf4-030d-4268-baea-87bb57cdf631
3765,13385,تاودان,fa,Persian,تاب دادن,96560cf4-030d-4268-baea-87bb57cdf631
3766,13385,تاودان,fa,Persian,تاب خوردن,96560cf4-030d-4268-baea-87bb57cdf631
3773,13390,تاوسەندن,fa,Persian,شدت یافتن گرما,96560cf4-030d-4268-baea-87bb57cdf631
3782,13397,تاوڵە,fa,Persian,اصطبل,96560cf4-030d-4268-baea-87bb57cdf631
3783,13397,تاوڵە,fa,Persian,گشنیز,96560cf4-030d-4268-baea-87bb57cdf631
3788,13401,ئاد,fa,فارسی,جزیرە,f65f7d2f-996a-4df7-a10e-c6e846940032
3790,13402,ئادا,fa,فارسی,سخاوت، مھارت,f65f7d2f-996a-4df7-a10e-c6e846940032
3792,13403,ئادار,fa,فارسی,ماھ مارس,f65f7d2f-996a-4df7-a10e-c6e846940032
3795,13405,ئادان,fa,فارسی,زەمین حاصلخیر,f65f7d2f-996a-4df7-a10e-c6e846940032
3797,13406,ئادودە,fa,فارسی,گردگیر,f65f7d2f-996a-4df7-a10e-c6e846940032
3799,13407,ئادە,fa,فارسی,وچین,f65f7d2f-996a-4df7-a10e-c6e846940032
3801,13408,ئادەر,fa,فارسی,اصیل،نجیب,f65f7d2f-996a-4df7-a10e-c6e846940032
3803,13409,ئادەم,fa,فارسی,حضرت آدم,f65f7d2f-996a-4df7-a10e-c6e846940032
3808,13413,ئار,fa,فارسی,وجود داشتن,f65f7d2f-996a-4df7-a10e-c6e846940032
3811,13415,ئاراز,fa,فارسی,رود ارس,f65f7d2f-996a-4df7-a10e-c6e846940032
3818,13418,بابردە,fa,Persian,مفلس,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3824,13422,بابلیچک,fa,Persian,انگشت خنصر,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3826,13423,بابلیسک,fa,Persian,گردباد,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3833,13427,بابوباپیر,fa,Persian,نیاکان,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3837,13429,باب و کال,fa,Persian,نیاکان,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3841,13430,بابۆڵە,fa,Persian,ساندویچ، قنداق,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3845,13433,بابە,fa,Persian,نگا,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3849,13434,بابەت,fa,Persian,کالا، درمقابل، دربارە، شایستە,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3851,13435,بابەدەست,fa,Persian,بادبەست، بینوا,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3854,13437,بابەعەمرە,fa,Persian,کوتولە,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3858,13438,بابە گەورە,fa,Persian,پدربزرگ,ebadd113-3f1e-45e8-8dab-cfe024e7156d
3866,13442,تاولێهاتن,fa,Persian,افتاب خوردن,96560cf4-030d-4268-baea-87bb57cdf631
3867,13442,تاولێهاتن,fa,Persian,بی تاب شدن,96560cf4-030d-4268-baea-87bb57cdf631
3868,13442,تاولێهاتن,fa,Persian,دچار تب شدن,96560cf4-030d-4268-baea-87bb57cdf631
3874,13444,ئاران,fa,فارسی,قشلاق,f65f7d2f-996a-4df7-a10e-c6e846940032
3876,13445,ئارام,fa,فارسی,آرام,f65f7d2f-996a-4df7-a10e-c6e846940032
3878,13446,ئاراندن,fa,فارسی,آزردن,f65f7d2f-996a-4df7-a10e-c6e846940032
3880,13447,ئاریشت,fa,فارسی,آرایش,f65f7d2f-996a-4df7-a10e-c6e846940032
3882,13448,ئاراو,fa,فارسی,پساب آب صابون,f65f7d2f-996a-4df7-a10e-c6e846940032
3884,13449,ئارج,fa,فارسی,چوب خیزران,f65f7d2f-996a-4df7-a10e-c6e846940032
3887,13451,ئارخاڤک,fa,فارسی,کاچی,f65f7d2f-996a-4df7-a10e-c6e846940032
3890,13453,ئارختک,fa,فارسی,کابوس,f65f7d2f-996a-4df7-a10e-c6e846940032
3893,13455,ئارخەیان,fa,فارسی,مطمئین,f65f7d2f-996a-4df7-a10e-c6e846940032
3896,13457,ئارد,fa,فارسی,آرد,f65f7d2f-996a-4df7-a10e-c6e846940032
3908,13466,ئاردپێچ,fa,فارسی,نوعی حلوای شکری,f65f7d2f-996a-4df7-a10e-c6e846940032
3912,13469,ئاردن,fa,فارسی,آوردن,f65f7d2f-996a-4df7-a10e-c6e846940032
3925,13481,تاین,fa,Persian,یار و فلان,96560cf4-030d-4268-baea-87bb57cdf631
3929,13482,تاینچە,fa,Persian,تور کوچک کاه کشی,96560cf4-030d-4268-baea-87bb57cdf631
3933,13483,تایە,fa,Persian,درزە,96560cf4-030d-4268-baea-87bb57cdf631
3934,13483,تایە,fa,Persian,دایە,96560cf4-030d-4268-baea-87bb57cdf631
3948,13494,تر,fa,Persian,دیگر,96560cf4-030d-4268-baea-87bb57cdf631
3949,13494,تر,fa,Persian,علامت صیفت طفضیلی,96560cf4-030d-4268-baea-87bb57cdf631
3952,13495,تڕ,fa,Persian,گوز,96560cf4-030d-4268-baea-87bb57cdf631
3962,13503,ترازو,fa,Persian,ترازو,96560cf4-030d-4268-baea-87bb57cdf631
3968,13507,تراش,fa,Persian,با تیغ قطع کردن,96560cf4-030d-4268-baea-87bb57cdf631
3977,13519,ئاردەی,fa,فارسی,آوردن,f65f7d2f-996a-4df7-a10e-c6e846940032
3979,13520,ئارزی,fa,فارس,آرزو,f65f7d2f-996a-4df7-a10e-c6e846940032
3981,13521,ئارزینگ,fa,فارسی,چانە,f65f7d2f-996a-4df7-a10e-c6e846940032
3983,13522,ئارژنگ,fa,فارسی,درختی است,f65f7d2f-996a-4df7-a10e-c6e846940032
3998,13535,حازاب,ar,Arabic,عزاب,d53e0d86-01bb-4950-863e-beb1e3d81ccf
4007,13542,حاش,fa,فارسی,بیهودە. بی ارزش,d53e0d86-01bb-4950-863e-beb1e3d81ccf
4015,13549,حاکم,ar,Arabic,قاضی,d53e0d86-01bb-4950-863e-beb1e3d81ccf
4021,13553,تڕانە,fa,Persian,استهزا,96560cf4-030d-4268-baea-87bb57cdf631
4035,13561,حاڵم,ar,عەرەبی,عالم,d53e0d86-01bb-4950-863e-beb1e3d81ccf
4041,13566,حام,ar,Arabic,عام,d53e0d86-01bb-4950-863e-beb1e3d81ccf
4046,13570,حانەحەپەشێ,ar,Arabic,مناقشة,d53e0d86-01bb-4950-863e-beb1e3d81ccf
4059,13580,تربێ,fa,فارسی,شب وسط زمستان,96560cf4-030d-4268-baea-87bb57cdf631
4060,13580,تربێ,fa,فارسی,شب چهل و پێنجەمی زۆسان,96560cf4-030d-4268-baea-87bb57cdf631
